time to NEB,1i,1ii,2i,2ii,4i,4ii,5i,5ii,6,7i,7ii,8i,8ii,9,1i,1ii,2,3i,3ii,4i,4ii,5i,5ii,6,7i,7ii,8,9i,9ii,11i,11ii,13i,13ii,14i,14ii,1,2
-360,_pink_,_brownDark_r,_blueDark_r,_blue_,_brown_r,_brownDark_r,_blue_,_pink_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_pink_,_brown_r,_blueDark_r,_brownDark_g,_blue_,_blueDark_r,,_blue_,_blue_,_pink_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_brownDark_r,,_pink_
-300,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blueDark_g,_brownDark_r,_blueDark_r,_brownDark_r,_brown_r,_blueDark_r,_pinkDark_,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_pink_,,_blueDark_r,_blueDark_r,_blue_,_blue_,_pink_,_pink_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_g,_brownDark_r,_brown_r,_brown_r,,_blueDark_r
-240,_brown_r,_brown_r,_brown_r,_blue_,_blue_,_blueDark_r,_pink_,_blueDark_g,_blue_,_pink_,_blueDark_r,_blueDark_r,_pink_,_brown_r,_brownDark_r,_blueDark_g,_blue_,_brownDark_r,,_pink_,_blueDark_r,_blueDark_g,_blue_,_blueDark_r,_pink_,_pink_,_brownDark_r,_blueDark_g,_brown_r,_blueDark_r,_blueDark_g,_blue_,_brownDark_r,_blue_,_brown_r,_blue_,_blueDark_r
-180,_blueDark_r,_brownDark_r,_brown_r,_pink_,_brownDark_r,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_pink_,_pink_,_blue_,_blue_,_pink_,_pinkDark_,_blue_,_blue_,_blue_,_blue_,_brown_r,_blueDark_r,_brownDark_r
-120,_blueDark_r,_blue_,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,,_brownDark_g,_brownDark_r,_blue_,_brownDark_g,_blueDark_r,_pinkDark_,_blue_,_blue_,_blue_,_pink_,_brown_r,,_pink_,_pinkDark_,_blue_,_blue_,_pink_,_blueDark_r,_brownDark_g,_blue_,_pink_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r
-60,_blue_,_blueDark_r,_brown_r,_pink_,_blue_,_blue_,_blueDark_g,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_g,_blue_,_blueDark_g,_brown_r,_blueDark_g,_pink_,_blue_,_pink_,_pink_,_blue_,_pink_,_blueDark_r,_blueDark_r,,_blueDark_r,_pink_,_blueDark_r,_pink_,_brown_r,_blue_,_brownDark_g,_blueDark_r,_blueDark_r,_blue_,_brown_r,_blue_,_brownDark_r
0,_blue_,_blue_,_brown_r,_pink_,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_pink_,_blue_,_blue_,_pink_,_blue_,_blue_,_blueDark_g,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_pink_,_brownDark_g,,_blue_,_blueDark_g,_blue_,_blue_,_brown_r,_pink_,_pink_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_blue_,_brownDark_r
60,_blueDark_r,_brown_r,_blueDark_r,_brown_g,_blueDark_r,,_blueDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_brown_r,_pink_,_pink_,_pink_,_brownDark_r,_blueDark_r,_brown_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,,_brownDark_r,_pink_,_blueDark_r,_blueDark_r,_brown_r,_blueDark_r,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_brown_r
120,_blueDark_r,_blueDark_r,_blueDark_g,,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blueDark_g,_blue_,_brownDark_r,_brown_r,_brownDark_r,_pink_,_brown_r,_blue_,_blueDark_g,_brownDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,,_pink_,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_brown_g,_brown_r,_blue_,_brown_r,_blue_,_pink_,_pink_
180,_blueDark_r,_blueDark_r,_pinkDark_,_blue_,_brown_r,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_pinkDark_,_pink_,_blueDark_r,_pinkDark_,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,,_brownDark_r,_pink_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,,_blueDark_r,_blue_,_pinkDark_,_pink_
240,_blue_,_blueDark_r,_pink_,_pink_,_blueDark_r,_pinkDark_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blueDark_r,_blueDark_r,,_pink_,_blue_,_brownDark_r,_pink_,_pink_,_blue_,_blue_,_blueDark_r,,_blueDark_r,_pinkDark_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_pinkDark_
300,_blue_,_blue_,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_blueDark_r,_pink_,_blueDark_g,_blueDark_r,_brownDark_g,_blueDark_r,_blueDark_g,_blue_,_blueDark_r,_pink_,,_blueDark_r,_pink_,_pinkDark_,_blue_,_blueDark_g,_pinkDark_,_pinkDark_,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_pinkDark_
360,_blueDark_r,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,_pink_,_blue_,_blueDark_r,_pinkDark_,_blue_,,,_blue_,_blueDark_r,_blueDark_r,,,_blue_,_blueDark_r,,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,,_pinkDark_,_pink_,_blue_,_blueDark_r,_pink_,_brownDark_r,_blueDark_r
420,_blueDark_r,_blueDark_r,,_pink_,_pink_,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,,_pinkDark_,_brownDark_r,,_pink_,_blue_,_pink_,_brownDark_g,,,_blueDark_r,_pink_,,_pinkDark_,_blue_,_pink_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_blue_
480,_blueDark_g,_blue_,_blueDark_r,,_pink_,_pinkDark_,_blue_,_blue_,_pinkDark_,_blue_,,,_pink_,,_pink_,_pink_,_blueDark_r,_pink_,_blue_,,,_pink_,_blueDark_g,,_blue_,_blue_,_pink_,_blue_,_pinkDark_,_blueDark_r,_blue_,,_pinkDark_,_blue_,_blue_,_pink_,_blue_
540,_pink_,_blue_,,_pink_,_blue_,_pinkDark_,_pink_,_blueDark_g,_pinkDark_,_blue_,_pink_,,_pinkDark_,,_blue_,_brown_r,_pink_,_pinkDark_,,,,_blue_,,,_pinkDark_,_pinkDark_,_blueDark_g,_blueDark_r,_pinkDark_,_pinkDark_,_pinkDark_,_brownDark_g,,_blueDark_r,_pinkDark_,_blueDark_g,_pink_
600,_blueDark_g,_blueDark_r,,,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,_blue_,,,,,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,,,_pink_,,,_pink_,_brownDark_r,_pink_,_blue_,_pink_,_pink_,_blue_,_pink_,_pinkDark_,_blue_,_brownDark_r,_pink_,_pink_
660,_blueDark_r,_pink_,,,_pink_,_pink_,_pink_,_brownDark_r,_pinkDark_,_blueDark_r,,,,,_pink_,_blue_,_pink_,_pinkDark_,_pink_,,,_pink_,,,_pink_,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_pink_,_blueDark_g,_pink_,_pinkDark_,_blueDark_r,_pinkDark_,_pinkDark_
720,_pink_,_blueDark_r,,,_brownDark_r,_pinkDark_,_blueDark_r,_pink_,_pinkDark_,_blueDark_r,,,,,,_pink_,_pink_,_pinkDark_,,,,_blue_,,,_pinkDark_,_pink_,_blueDark_g,_pinkDark_,_brownDark_r,_pink_,_blue_,_pink_,_blue_,_pink_,_blueDark_r,_pinkDark_,
780,_pinkDark_,_pink_,,,_pink_,_pinkDark_,_pink_,_blue_,_pinkDark_,_pinkDark_,,,,,,_blue_,_blue_,_pink_,_pink_,,,_blue_,,,_blue_,_pink_,_pink_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,,,_blueDark_r,_blue_,_pink_,
840,_blue_,_blueDark_r,,,_pink_,_pink_,_pinkDark_,_blue_,_pinkDark_,_pinkDark_,,,,,_blueDark_r,_pink_,_brown_r,_pink_,_pink_,,,_blueDark_r,,,_pink_,_pinkDark_,_pinkDark_,_blueDark_g,_pinkDark_,_pink_,_blueDark_g,,,_blueDark_g,_pinkDark_,_pinkDark_,
900,_pink_,_blueDark_r,,,_pink_,_pink_,_pink_,_pink_,_pinkDark_,,,,,,_pinkDark_,_blueDark_g,_blueDark_g,,_pinkDark_,,,_pink_,,,_pinkDark_,_pink_,,_blueDark_r,_pink_,_brownDark_r,_pinkDark_,,,_pink_,_pink_,_pink_,
960,_pinkDark_,_pinkDark_,,,_pink_,_pinkDark_,_pink_,_pink_,_brownDark_r,,,,,,,_blue_,_blueDark_r,_pink_,_pinkDark_,,,_pinkDark_,,,_pink_,_pink_,,_pink_,_brownDark_r,_pink_,_blueDark_g,,,_pink_,_pink_,_pink_,
1020,_blue_,_pink_,,,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,,,,,,_pinkDark_,_pink_,_blue_,_pink_,_brown_g,,,_pink_,,,_pink_,_blue_,,_pinkDark_,_pink_,_pinkDark_,_pink_,,,_blue_,_pink_,_pink_,
1080,_pink_,_pink_,,,_blueDark_r,_pink_,_blueDark_r,_pink_,_pinkDark_,,,,,,_pinkDark_,,_pink_,_pinkDark_,_pinkDark_,,,_pink_,,,_pink_,_pinkDark_,,_pink_,_pinkDark_,_pink_,_pink_,,,_pink_,_pink_,_pink_,_pink_
1140,_pink_,_blueDark_r,,,_pink_,_pink_,_pinkDark_,_pink_,_brownDark_r,,,,,,_pinkDark_,_pink_,_pink_,_blueDark_r,,,,_pink_,,,_pink_,_brownDark_r,,_pink_,_pink_,_pink_,_pinkDark_,,,_pinkDark_,_pink_,_pinkDark_,_pink_
1200,_blueDark_g,_pink_,,,_blueDark_g,_pink_,_pink_,_pinkDark_,_blueDark_r,,,,,,_brown_r,_pink_,_brownDark_g,_pink_,,,,_pinkDark_,,,_blueDark_r,_pink_,,_pink_,_pinkDark_,_pink_,_pink_,,,_pink_,_pink_,_pinkDark_,_pinkDark_
1260,_pink_,_blue_,,,_pink_,_pinkDark_,_brownDark_g,_pinkDark_,,,,,,,_pinkDark_,_pinkDark_,_pink_,_blueDark_g,,,,_pinkDark_,,,_pinkDark_,_pink_,,_pinkDark_,_pinkDark_,_pink_,_pinkDark_,,,_pinkDark_,_pinkDark_,_pinkDark_,_pink_
1320,_pink_,_pink_,,,_pink_,_pink_,_pink_,_pink_,_pinkDark_,,,,,,_pinkDark_,_pink_,_pink_,_pink_,,,,_pink_,,,_pinkDark_,_pinkDark_,,_pinkDark_,_pinkDark_,_pink_,_pink_,,,_pinkDark_,_pink_,_blueDark_r,_pink_
1380,_pinkDark_,_blueDark_r,,,_blue_,_pink_,_blue_,_pinkDark_,_pink_,,,,,,_pink_,_pink_,_pink_,_pink_,,,,_pinkDark_,,,_pinkDark_,_pinkDark_,,_blueDark_g,_pinkDark_,_pinkDark_,_pinkDark_,,,_pinkDark_,_pink_,_pink_,_pinkDark_
1440,_pink_,_blueDark_r,,,_pink_,_pinkDark_,_pink_,_pinkDark_,_pink_,,,,,,_pink_,_pink_,_blueDark_g,_pinkDark_,,,,_pinkDark_,,,,_blueDark_r,,_blueDark_r,_pinkDark_,_pinkDark_,_pink_,,,_pinkDark_,_pinkDark_,_pink_,_pink_
1500,_pinkDark_,_pink_,,,_pink_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,,,,,,_brownDark_g,_pink_,_blue_,_pinkDark_,,,,_brownDark_g,,,,_pink_,,_blueDark_r,_pinkDark_,_blueDark_g,_pinkDark_,,,_pinkDark_,_pinkDark_,_pink_,_pinkDark_
1560,_brownDark_r,_blueDark_r,,,_pinkDark_,_pinkDark_,_pink_,_brownDark_g,_pinkDark_,,,,,,_pink_,_pink_,_blueDark_r,_brownDark_r,,,,_brownDark_g,,,,_pink_,,_pink_,_pink_,_brownDark_r,_blueDark_g,,,_blueDark_g,_pink_,_pink_,
1620,_pink_,_blue_,,,_pinkDark_,_pinkDark_,_pink_,_pink_,_pink_,,,,,,,_pinkDark_,_blueDark_g,_blue_,,,,_pink_,,,,_pinkDark_,,_blueDark_r,_brownDark_r,_pinkDark_,_blueDark_g,,,_pinkDark_,_blueDark_r,_pinkDark_,
1680,_brownDark_r,_blueDark_r,,,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,,,,,,_pinkDark_,_pinkDark_,_pink_,,,,,_pink_,,,,_blueDark_r,,_pink_,_blueDark_r,_pinkDark_,_brownDark_g,,,_pink_,_pink_,_pinkDark_,
1740,_pink_,_pink_,,,_blue_,_pinkDark_,_pink_,_pink_,_pink_,,,,,,_brownDark_r,_pinkDark_,_blueDark_r,,,,,_pink_,,,,_pink_,,_pink_,_pinkDark_,,_pinkDark_,,,_pinkDark_,_pink_,_pink_,
1800,_blueDark_g,_pink_,,,_pink_,_pinkDark_,_pinkDark_,_blueDark_r,_pinkDark_,,,,,,,_pinkDark_,_pink_,,,,,,,,,_pinkDark_,,_pink_,_brown_r,_pinkDark_,_pinkDark_,,,_pink_,_brownDark_r,_pinkDark_,
1860,_pink_,_pinkDark_,,,_pink_,_pink_,_pinkDark_,_blueDark_g,_pinkDark_,,,,,,_pink_,_pink_,_pink_,,,,,_pink_,,,,_pink_,,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,,,_pink_,_pinkDark_,_pinkDark_,
1920,_pinkDark_,_pink_,,,_pink_,_brownDark_g,,_pink_,,,,,,,,_pink_,_pink_,,,,,_brownDark_g,,,,_pinkDark_,,_pink_,_pink_,_pink_,_pink_,,,_pinkDark_,_pinkDark_,_pinkDark_,
1980,_brown_r,_pinkDark_,,,_brownDark_r,_pink_,,_blueDark_r,,,,,,,,_brown_r,_pink_,,,,,_blueDark_g,,,,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,,,_pinkDark_,_pinkDark_,,
2040,_pink_,_pinkDark_,,,_pink_,_pinkDark_,,_blue_,,,,,,,,_pink_,_pink_,,,,,_pinkDark_,,,,_pinkDark_,,_pink_,_blueDark_r,,_blueDark_r,,,_pinkDark_,_pinkDark_,,
2100,_pink_,_pinkDark_,,,_pink_,_pinkDark_,,_blueDark_g,,,,,,,,,_pinkDark_,,,,,_pink_,,,,_pink_,,_pinkDark_,_blueDark_r,,_pinkDark_,,,_pink_,_pink_,,
2160,_pink_,_pink_,,,_pinkDark_,_pinkDark_,,_blueDark_r,,,,,,,,_pink_,_pink_,,,,,_blue_,,,,_pinkDark_,,_pink_,_pink_,,_pinkDark_,,,_pink_,_blueDark_g,,
2220,_pink_,,,,_pink_,_pink_,,_pink_,,,,,,,,_blueDark_r,_blue_,,,,,_pink_,,,,_pinkDark_,,_pink_,_blue_,,_pinkDark_,,,_pinkDark_,_brownDark_g,,
2280,_pink_,_pink_,,,_pink_,_pink_,,_pinkDark_,,,,,,,,_pinkDark_,_pink_,,,,,_pinkDark_,,,,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,,,_pinkDark_,_pinkDark_,,
2340,_pink_,_pink_,,,_pinkDark_,_pink_,,_pinkDark_,,,,,,,,_pink_,_blue_,,,,,_blueDark_r,,,,_pinkDark_,,,,,_pinkDark_,,,_pinkDark_,,,
2400,_brownDark_r,_pinkDark_,,,_pink_,_pinkDark_,,_pinkDark_,,,,,,,,_pink_,_pink_,,,,,_blue_,,,,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,,,,_pinkDark_,,
2460,_blueDark_g,_pink_,,,_pinkDark_,_pink_,,_pinkDark_,,,,,,,,_pinkDark_,,,,,,_brownDark_g,,,,_brownDark_r,,_pink_,_pink_,,_pinkDark_,,,,_brownDark_g,,
2520,_pink_,_blueDark_r,,,_pinkDark_,_pinkDark_,,_pinkDark_,,,,,,,,_pinkDark_,,,,,,,,,,_blueDark_r,,_pinkDark_,_pinkDark_,,,,,,_pink_,,
2580,_pinkDark_,_blueDark_r,,,_blueDark_g,_pink_,,_pink_,,,,,,,,,,,,,,_pink_,,,,_pink_,,_blueDark_r,_blueDark_r,,_pinkDark_,,,,_pinkDark_,,
2640,_pink_,_blue_,,,_pinkDark_,,,_pinkDark_,,,,,,,,_pink_,,,,,,_pinkDark_,,,,_brownDark_r,,_pink_,_pink_,,_blueDark_r,,,,,,
2700,_pink_,_blueDark_r,,,_pinkDark_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,_pink_,,,_pink_,,_pinkDark_,,,,,,
2760,_pink_,_pink_,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,_pinkDark_,,_pink_,_pinkDark_,,_pinkDark_,,,,,,
2820,_brownDark_r,_pinkDark_,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,_pinkDark_,,_pinkDark_,_pinkDark_,,_pink_,,,,,,
2880,_pink_,_pink_,,,_pink_,,,_pink_,,,,,,,,,,,,,,_pink_,,,,,,_pinkDark_,_pink_,,_blueDark_r,,,,,,
2940,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,_pink_,_pink_,,,,,,,,
3000,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,
3060,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,
3120,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,
3180,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,
3240,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,_pinkDark_,,,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,,,,,_blueDark_r,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,