time to NEB,1,2i,2ii,3i,3ii,4,5i,5ii,2,4,5i,5ii,6,7i,7ii,2i,2ii,3i,3ii,4i,4ii,5i,5ii,6i,6ii,7i,7ii
-2040,_brown_r,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_blueDark_g,_brownDark_g,,,_blue_,_blue_,_pink_,_pink_,_blue_,,,_blueDark_r,_brownDark_r,_brownDark_r,_pink_,,,_blue_,_blueDark_r
-1980,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_g,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_pink_,,,_blue_,_blueDark_r,_pink_,_blueDark_g,_blueDark_r,,,_blue_,_brownDark_r,_brownDark_r,_blueDark_g,,,_blueDark_r,
-1920,_brown_r,_blueDark_r,_brownDark_r,_blue_,_pink_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_g,,,_pink_,_blue_,_pink_,_pink_,_brownDark_r,,,_blue_,_blueDark_r,_blue_,_brownDark_g,,,_pink_,
-1860,_brownDark_r,_blueDark_r,_blue_,_pink_,_pink_,_blue_,_blue_,_blue_,_pink_,_blue_,,,_blueDark_r,_blue_,_pink_,_brownDark_r,_brownDark_r,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,_pink_,,,_pink_,_pink_
-1800,_brownDark_r,_blue_,_pink_,_pink_,_pink_,_blueDark_g,_blueDark_r,_blue_,_brownDark_r,_blue_,,,_blue_,_brownDark_r,_pink_,_pink_,_brownDark_r,_brownDark_r,_pink_,_blue_,_brownDark_r,_blue_,_blue_,,,_blueDark_r,_brownDark_r
-1740,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_pink_,,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_blue_,_brown_g,_blueDark_r,_brownDark_r,_pink_,_blue_,_pink_,_blueDark_r,_blueDark_r,,,,_blueDark_g
-1680,_brownDark_r,_blue_,_pink_,_brownDark_r,_brownDark_r,,_blue_,_blue_,_blueDark_r,_brownDark_g,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_brownDark_g,_blueDark_r,_brownDark_r,_pink_,_blueDark_r,_pink_,_brownDark_r,_pink_,,,_blueDark_r,_pink_
-1620,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_g,_blueDark_r,_blue_,_pink_,,_blue_,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_pink_,_blue_,_brownDark_r,_brownDark_r,_pink_,,,_pinkDark_,_pink_
-1560,_brownDark_r,_blue_,_blue_,_blueDark_r,_brownDark_r,_pink_,_blue_,_blueDark_r,,_blueDark_g,_blue_,_pink_,_blue_,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,_pink_,_brownDark_r,_pink_,_blueDark_r,_brownDark_r,,,_pink_,_pink_
-1500,_blue_,_pink_,_blueDark_r,_blueDark_r,_blueDark_g,_blue_,_blue_,_blueDark_r,_pink_,_blueDark_g,_blue_,_brownDark_r,_pink_,_pink_,_pink_,_brownDark_r,_blueDark_r,_blueDark_r,_blueDark_g,_brownDark_r,_pink_,_blueDark_r,_blueDark_r,,,_pink_,_pink_
-1440,_blue_,_blueDark_r,_brownDark_r,_blue_,_pink_,_blueDark_g,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_pink_,_brownDark_r,_blueDark_r,_pink_,_brownDark_r,,,_blue_,_pinkDark_
-1380,_blue_,_blueDark_g,_brownDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_pink_,_brownDark_g,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_pink_,_blueDark_r,,,_pink_,_pinkDark_
-1320,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_brownDark_g,_blue_,_blue_,,_pink_,_pink_,_blueDark_r,_brownDark_r,_blue_,_pink_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_g,_blueDark_r,_blueDark_r,_pink_,_blueDark_g,_brownDark_g,_blueDark_g
-1260,_blueDark_r,_pink_,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_pink_,,_pink_,_brownDark_r,_blue_,_pinkDark_,_blueDark_r,_blue_,_pink_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_blue_
-1200,_blue_,_brownDark_r,_pink_,_brownDark_r,_pink_,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,_brownDark_r,_blueDark_r,_pink_,_brownDark_r,_pinkDark_,_pink_,_blue_,_brownDark_r,_blueDark_g,_pink_,_brownDark_r,_blue_,_pink_,_brownDark_r,_blueDark_g,_pink_,_brownDark_r,_brownDark_g
-1140,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,_pink_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_pink_,_blue_,_blueDark_r,_pink_,_blue_,_brownDark_r,_blueDark_g,_blueDark_r,_brownDark_r,_blue_,_pink_,_brownDark_r,_blueDark_g,_blue_,_blue_,_blue_
-1080,_pink_,_pink_,_pink_,_blue_,_pink_,_blueDark_g,_blueDark_r,_blueDark_r,_pink_,_blue_,_pink_,_pink_,_blue_,_pink_,_pinkDark_,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_g,_blueDark_r,_pink_,_pink_,_blueDark_r,_blue_,_pink_,_pink_,_blueDark_r
-1020,_pinkDark_,_blueDark_r,_pink_,_blueDark_r,_pink_,_pink_,_blue_,_brownDark_r,_brownDark_r,_blue_,_blue_,_pinkDark_,_blue_,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_brownDark_r,_brownDark_g,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_pink_,_blueDark_g,_brownDark_r
-960,_blue_,_blueDark_r,_pink_,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_pink_,_blue_,_blueDark_g,_brownDark_g,_blue_,_blue_,_pinkDark_,_blue_,_brownDark_r,_brownDark_r,_brownDark_g,_blueDark_r,_blueDark_g,_pink_,_blueDark_r,,_blueDark_g,_brownDark_r,_pink_
-900,_blue_,_pinkDark_,_pink_,_blue_,_blue_,_pinkDark_,_blueDark_g,,_blueDark_r,,_blueDark_r,_brownDark_g,_blue_,_blue_,_pinkDark_,_blueDark_g,_pink_,,_blueDark_r,_blueDark_r,_brownDark_r,_pink_,_blueDark_r,,_pink_,_brownDark_r,_blue_
-840,_blueDark_g,_brownDark_r,_pink_,_blueDark_g,_blueDark_r,_blue_,_blue_,_pink_,_pink_,_brownDark_g,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_brownDark_r,_blue_,_pink_,_pink_,_brownDark_r,_blueDark_r
-780,_pink_,_blueDark_r,_pink_,_blue_,_pink_,_blueDark_r,_blue_,_pink_,_pink_,_pink_,_blue_,_pink_,_blue_,,_blue_,_blue_,_blueDark_r,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_blue_,_blue_,_pinkDark_,_blueDark_r,_blueDark_r
-720,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_blue_,_pink_,_pink_,_blueDark_r,,_brownDark_r,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_pinkDark_,_pinkDark_,_pink_,_pink_,_pink_,_blue_,_blue_,_pink_,_pinkDark_,_blue_
-660,_pink_,_pink_,_pink_,_brownDark_r,_blueDark_g,_blueDark_r,_pinkDark_,_brownDark_r,_blue_,_blue_,_pinkDark_,_blueDark_r,_pink_,_pink_,_blue_,_brownDark_r,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_pink_,_blueDark_g,_blueDark_r,_blueDark_r,_brownDark_r,_blue_
-600,_pink_,_brown_r,_pink_,_blue_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pinkDark_,_blueDark_r,_blue_,_pink_,_blue_,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,_blueDark_g
-540,_brown_g,_pink_,_brownDark_r,_blueDark_r,_brownDark_g,_blueDark_r,_pink_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pinkDark_,_pink_,_pinkDark_,_brownDark_r,_blue_
-480,_pink_,_pinkDark_,_brownDark_r,_pink_,_pinkDark_,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_blueDark_g,_pink_,_blue_,_brownDark_r,_brownDark_g,_brownDark_r,_pink_,_brownDark_r,_pink_,_pinkDark_,_blueDark_r,_pink_,_brownDark_g,_pinkDark_,_pink_,,_brownDark_r,_blueDark_g
-420,_pink_,_blue_,_pinkDark_,_brownDark_r,_pink_,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_g,_pink_,_blue_,_blueDark_r,_blueDark_r,_pinkDark_,_pink_,_blueDark_g,_pink_,_pinkDark_,_pink_,_brownDark_g,_pink_,_pinkDark_,_pinkDark_,_blueDark_r,_brownDark_r,_brownDark_r
-360,_pink_,_pink_,_pink_,_pink_,_pink_,_blue_,_pink_,_blue_,_blue_,_blue_,_pinkDark_,_blue_,_pink_,_pink_,,_blueDark_r,_blue_,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_pinkDark_,,_pink_,_blue_
-300,_blueDark_r,_brownDark_r,_pink_,_pink_,_brownDark_r,_pink_,_pinkDark_,_blueDark_r,_pinkDark_,_blueDark_g,_blueDark_r,_blueDark_r,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_brownDark_r,_brownDark_r,_pink_,_pink_,_pink_,_pink_,,_blueDark_r,_blue_
-240,_pinkDark_,_pinkDark_,_pinkDark_,_brownDark_r,_pink_,_blueDark_r,,_brownDark_r,_pink_,_pink_,_brownDark_r,_blueDark_g,_pink_,_pink_,_blueDark_r,_pink_,_blueDark_r,_blueDark_g,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_blue_,_blueDark_r,_blue_
-180,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_blueDark_g,_brownDark_r,,_blueDark_g,_brownDark_r,_blue_,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_blueDark_g,_pinkDark_,_blue_,_pink_,_pink_,_blueDark_g,_pink_,_pinkDark_,,_brownDark_r
-120,_pink_,_pink_,_pink_,_blueDark_g,_pinkDark_,_pink_,_pink_,_brownDark_r,_pinkDark_,_pink_,_blue_,_pink_,_blue_,_pink_,_blueDark_r,_pinkDark_,_blueDark_r,_pink_,_brownDark_r,_pink_,_pink_,_blueDark_g,_pink_,_pinkDark_,_blue_,,_blue_
-60,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_g,_blue_,_pinkDark_,_brownDark_r,_blueDark_r,_pink_,_brownDark_r,_pink_,_pink_,_blueDark_r,,_pink_,_brownDark_g,_pink_,_brownDark_r,_pink_,_blue_,_blue_,_pink_,_pink_,_pink_,_pink_,_pinkDark_
0,_pink_,_pink_,_pink_,_blue_,_pink_,,_pink_,_pink_,,_pink_,_blue_,_pinkDark_,_pink_,_pinkDark_,,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pinkDark_,,_pink_,_brownDark_r
60,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_blue_,_pink_,_blue_,,,_pink_,_pinkDark_,_pinkDark_,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_blueDark_r,_pink_,_pink_,_blueDark_r,_pinkDark_,_blueDark_r,_pinkDark_,_brownDark_r,_pink_
120,_pink_,_pink_,_pink_,_pink_,_brownDark_g,,_blueDark_r,_brownDark_r,,,_pink_,_pink_,,_pink_,_pinkDark_,_pink_,_pinkDark_,_blue_,_blue_,_pink_,_pink_,_pink_,_pinkDark_,,,_pink_,_blue_
180,_blue_,_pinkDark_,_pink_,_pink_,_blueDark_g,_pink_,_blue_,,,,_pink_,_pink_,,_pink_,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,_pink_,_pink_,,,_pink_,
240,,_pink_,_blueDark_r,_pink_,_pink_,_pinkDark_,_blue_,_pink_,,,_pink_,_brownDark_r,,_pink_,,_pinkDark_,_pinkDark_,_pinkDark_,,_blueDark_r,_pink_,_blueDark_g,_brownDark_r,,,_pink_,
300,_pink_,_pink_,,_pink_,_pinkDark_,_blue_,_brownDark_r,,,,_pink_,_pink_,,_blueDark_r,,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pinkDark_,_pink_,_pinkDark_,,,_pinkDark_,
360,,_pink_,_pink_,_pinkDark_,_pink_,,_blueDark_g,_pink_,,,_pinkDark_,_pinkDark_,,_pinkDark_,_blue_,_pinkDark_,_pinkDark_,_brownDark_r,_brownDark_r,_pink_,_pinkDark_,_pinkDark_,_pink_,,,_pink_,
420,,_pinkDark_,_pink_,_pinkDark_,_pink_,_pink_,_pink_,_pink_,,,_pink_,_pink_,,_pinkDark_,,_pinkDark_,_pinkDark_,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,_pinkDark_,_pink_,,,,
480,_brownDark_r,_pinkDark_,_pink_,_pink_,_pinkDark_,_pink_,,_blueDark_r,,,_blueDark_r,_pinkDark_,,_brownDark_r,,_pink_,_pinkDark_,_blue_,_blueDark_r,_brownDark_r,_pinkDark_,_pinkDark_,_pink_,,,,
540,_pinkDark_,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,_pinkDark_,,,_pink_,_pinkDark_,,_pinkDark_,_pinkDark_,_pink_,_pinkDark_,_pink_,,_pink_,_pink_,_pinkDark_,_pinkDark_,,,,
600,_pinkDark_,_pinkDark_,,_pinkDark_,_pinkDark_,,_pinkDark_,,,,_pink_,_blue_,,_pink_,,_brownDark_r,_pinkDark_,_pinkDark_,_pinkDark_,_brownDark_r,_pinkDark_,_pink_,_pinkDark_,,,,
660,_pinkDark_,_blueDark_r,,_pinkDark_,,,_pinkDark_,,,,_pink_,_pink_,,_pinkDark_,,_pinkDark_,_pinkDark_,_brownDark_g,,_pink_,_pink_,_pink_,_pink_,,,,
720,_pinkDark_,_pink_,,_pinkDark_,,,_pink_,,,,,_pink_,,_blueDark_r,,_pinkDark_,_pink_,_blue_,_pink_,_blue_,_pink_,_pinkDark_,_pinkDark_,,,,
780,_pinkDark_,_pink_,,_brownDark_r,,,_blueDark_g,,,,_blue_,_pink_,,,,_pinkDark_,_blue_,_pinkDark_,_pinkDark_,_pink_,_pink_,_pinkDark_,_pinkDark_,,,,
840,_pinkDark_,,,_pink_,,,,,,,_pinkDark_,_pink_,,,,_pinkDark_,_pink_,_blueDark_r,_pink_,_blueDark_g,,_pinkDark_,_pinkDark_,,,,
900,_pinkDark_,_blueDark_r,,_pinkDark_,,,_brownDark_r,,,,_blueDark_r,_pink_,,_pink_,,_pink_,_pinkDark_,_pinkDark_,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,,,,
960,_pinkDark_,_pink_,,_pinkDark_,,,,,,,_blueDark_g,_pinkDark_,,,,_pinkDark_,_brownDark_g,_pinkDark_,_pinkDark_,_blueDark_r,,_pinkDark_,_pinkDark_,,,,
1020,_pinkDark_,,,_pinkDark_,,,,,,,_pink_,_pink_,,_pinkDark_,,_pinkDark_,_pink_,_pink_,_pinkDark_,_pink_,,_pink_,_pinkDark_,,,,
1080,_brown_r,_pinkDark_,,_brownDark_r,,,_pink_,,,,,_pink_,,_pinkDark_,,_pink_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,,_pinkDark_,_pink_,,,,
1140,_pinkDark_,,,_pink_,,,_pink_,,,,_pinkDark_,_blueDark_g,,_pink_,,_pink_,_pink_,_pink_,_pinkDark_,_pinkDark_,,_pinkDark_,_blueDark_r,,,,
1200,_brown_r,,,_pink_,,,,,,,_pinkDark_,_blueDark_r,,_pinkDark_,,_pinkDark_,_pink_,_pinkDark_,,_pink_,,_pink_,_blueDark_r,,,,
1260,_pinkDark_,,,_pink_,,,_blue_,,,,_blue_,,,_blueDark_r,,_pink_,_pink_,_pink_,,_brownDark_r,,_pinkDark_,_pink_,,,,
1320,,,,_pink_,,,_blueDark_g,,,,,_pink_,,_pinkDark_,,_pinkDark_,_pinkDark_,_pinkDark_,,_blueDark_r,,_pinkDark_,_blue_,,,,
1380,,,,_pink_,,,,,,,,,,_pinkDark_,,_pinkDark_,_blueDark_g,_pink_,,_blue_,,_pink_,_pink_,,,,
1440,_pinkDark_,,,_pink_,,,,,,,,_pinkDark_,,_pinkDark_,,_pink_,_pinkDark_,_pinkDark_,,_pink_,,_pinkDark_,_pinkDark_,,,,
1500,_pinkDark_,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,_blueDark_r,,_brownDark_r,,_pinkDark_,_pink_,,,,
1560,,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,,_pink_,,_brownDark_r,_pinkDark_,,,,
1620,,,,,,,,,,,,,,,,_pink_,_pinkDark_,_pinkDark_,,_pink_,,_pinkDark_,_blue_,,,,
1680,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,_pinkDark_,,_pinkDark_,,_pinkDark_,_pink_,,,,
1740,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,_pinkDark_,,_blueDark_r,,_pinkDark_,_pinkDark_,,,,
1800,,,,,,,,,,,,,,,,_pinkDark_,_pink_,_pinkDark_,,_pink_,,_blue_,_pinkDark_,,,,
1860,,,,,,,,,,,,,,,,_pink_,_pinkDark_,_pinkDark_,,,,_blueDark_r,_brownDark_r,,,,
1920,,,,,,,,,,,,,,,,_pinkDark_,_pink_,_pink_,,,,,,,,,
1980,,,,,,,,,,,,,,,,_pinkDark_,_pink_,_pinkDark_,,,,,,,,,
2040,,,,,,,,,,,,,,,,_pink_,_pinkDark_,_pinkDark_,,,,,,,,,
2100,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,_pinkDark_,,,,,,,,,
2160,,,,,,,,,,,,,,,,_pink_,_pinkDark_,_pink_,,,,,,,,,
2220,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,_pink_,,,,,,,,,
2280,,,,,,,,,,,,,,,,_brownDark_g,_pink_,,,,,,,,,,
2340,,,,,,,,,,,,,,,,_pinkDark_,_blueDark_r,,,,,,,,,,
2400,,,,,,,,,,,,,,,,_pinkDark_,_pink_,,,,,,,,,,
2460,,,,,,,,,,,,,,,,_pink_,,,,,,,,,,,
2520,,,,,,,,,,,,,,,,_pink_,_pinkDark_,,,,,,,,,,
2580,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,,,,,,,,,,
2640,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,,,,,,,,,,
2700,,,,,,,,,,,,,,,,_pinkDark_,_pink_,,,,,,,,,,
2760,,,,,,,,,,,,,,,,_brownDark_r,_pink_,,,,,,,,,,
2820,,,,,,,,,,,,,,,,_pinkDark_,_pink_,,,,,,,,,,
2880,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,,,,,,,,,,
2940,,,,,,,,,,,,,,,,_pinkDark_,_pink_,,,,,,,,,,
3000,,,,,,,,,,,,,,,,_pink_,,,,,,,,,,,
3060,,,,,,,,,,,,,,,,,_blueDark_r,,,,,,,,,,
3120,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,
