time to NEB,1i,1ii,1,2,3,1i,1ii,2,3i,3ii,1,2,3,5i,5ii,6i,6ii,1i,1,3,4,5i,1,2i,2ii,4i,4ii,5i,5ii,6i,6ii,1i,1ii,2,3,4,5i,5ii,1,3i,3ii,4,5i,5ii,1i,1ii,3i,3ii,4i,4ii,5i,5ii,6ii,7i,7ii,,
-3840,_brownDark_r,,_blueDark_r,,,,,_pink_,_blue_,_blueDark_r,,,,,,_blueDark_r,_blueDark_r,_blue_,,,,_brownDark_g,,,_brownDark_r,_blue_,,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,,,,_blue_,_brownDark_r,_brownDark_r,,,_blue_,_blueDark_r,_blue_,,,,,,,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_g,,
-3780,_brownDark_r,,_blueDark_r,,,,,_pink_,_brownDark_r,_brown_r,,,,,,_blue_,_blueDark_r,_blueDark_r,,,,_pink_,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,,,,_blueDark_r,_brownDark_r,_blueDark_r,,,_blue_,_blue_,_blue_,,,,,,,_blueDark_r,_blue_,_blueDark_g,_blue_,_blue_,,
-3720,_brown_r,,_blue_,_blueDark_r,,,,_pink_,_brownDark_r,_blue_,,,,,,_blueDark_r,_blueDark_g,_blueDark_r,,,,_brownDark_g,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,,,,_blue_,_brownDark_r,_blueDark_r,,,_blueDark_r,_pinkDark_,_blue_,,,,,,,_blueDark_r,_brownDark_r,_pink_,_blue_,_blue_,,
-3660,_brownDark_r,,_blue_,_blue_,,,,_brown_g,_blueDark_r,_brownDark_r,,,,,,_blue_,_blueDark_g,_blue_,,,,_brownDark_g,,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,,,_blue_,_blue_,_blueDark_r,,,_blue_,_blue_,_blue_,,,,,,,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,
-3600,_brownDark_r,,_blue_,_brownDark_r,,,,_pink_,_blueDark_r,_brownDark_r,,,,,,_blue_,_blue_,_blue_,,,,_brownDark_g,,_blueDark_r,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_g,_blueDark_r,_blue_,,,,_blue_,_blueDark_r,_blueDark_r,,,_blueDark_g,_blueDark_r,_blue_,,,,,,,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_g,,
-3540,_blue_,,_blue_,_blueDark_r,,,,_pink_,_blueDark_r,_brownDark_r,,,,,,_blue_,_blue_,_blue_,,,,_brownDark_g,,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,,,,_blue_,_blue_,_blueDark_r,,,_blue_,_blueDark_g,_blue_,,,,,,,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,,
-3480,_brown_r,,_blue_,_brownDark_r,,,,_blueDark_r,_brown_r,_blueDark_r,,,,,,_blue_,_blueDark_r,_blue_,,,,_pink_,,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blue_,,,,_blue_,_blue_,_blueDark_r,,,_blueDark_r,_brownDark_r,_blue_,,,,,,,_blueDark_r,_blueDark_r,_brown_r,_blue_,_blue_,,
-3420,_blueDark_r,,_blueDark_r,_brownDark_r,,,,_brown_g,_brown_r,_blueDark_r,,,,,,_brown_r,_brownDark_g,_blue_,,,,_brown_g,,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,,,,_blue_,_blue_,_blueDark_r,,,_pinkDark_,_brownDark_r,_blueDark_r,,,,,,,_blueDark_r,_blueDark_r,_brown_r,_blue_,_pink_,,
-3360,_pink_,,_pink_,_blueDark_r,,,,_brown_g,_brownDark_r,_blue_,,,,,,_blueDark_r,_blueDark_g,_brownDark_g,,,,_blueDark_r,,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,,,,_blue_,_brownDark_r,_blueDark_r,,,,_brownDark_r,_blueDark_r,,,,,,,_blue_,_brownDark_r,_brown_r,_blue_,_blueDark_r,,
-3300,_blue_,,_blueDark_r,_brownDark_r,,,,_blueDark_r,_blueDark_r,_blueDark_r,,,,,,_brownDark_r,_pink_,_blue_,,,,_pink_,,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,,,_blue_,_brownDark_r,_blue_,,,,_blueDark_r,_blueDark_r,,,,,,,_blueDark_r,_brownDark_r,_pink_,_blue_,_blue_,,
-3240,_blue_,,_blueDark_r,_blue_,_blueDark_r,,,_brownDark_r,_blueDark_r,_blueDark_r,,,,,,_brownDark_r,_pink_,_blue_,,,,_blueDark_g,,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,,,,_blue_,_blue_,_blue_,,,,_blueDark_r,_blueDark_r,,,,,,,_brownDark_r,_blueDark_r,_brown_r,_blue_,_blue_,,
-3180,_blue_,,_blueDark_g,_blueDark_r,_blueDark_r,,,_blueDark_g,_blueDark_r,_blueDark_r,,,,,,_brownDark_r,_blueDark_r,_blue_,,,,_blueDark_g,,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,,,,_blue_,_blue_,_blue_,,,,_blueDark_r,_blueDark_r,,,,,,,_blue_,_blueDark_r,_brown_r,_blue_,_pink_,,
-3120,_blueDark_r,,_blue_,_blueDark_r,_blueDark_r,,,_brownDark_r,_brown_r,_pink_,,,,,,_brownDark_r,_pink_,,,,,_brownDark_g,,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,,,,_blue_,_blue_,_blue_,,,,_pink_,_brownDark_r,,,,,,,_blue_,_blue_,_pink_,_blue_,_blue_,,
-3060,_brownDark_r,,_blue_,_brownDark_r,_blueDark_r,,,_blueDark_r,_blue_,_brownDark_r,,,,,,_brownDark_r,_blue_,,,,,_pink_,,_blue_,_blue_,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,,,,_brown_r,_blue_,_blue_,,,,_blueDark_r,_blueDark_r,,,,,,,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,,
-3000,_blueDark_r,,_blueDark_g,_blueDark_r,_blue_,,,_blue_,_blue_,_blueDark_r,,,,,,_blue_,_brownDark_r,,,,,_pink_,,_blue_,_blue_,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,,,,_blue_,_blue_,_blueDark_g,,,,_blueDark_r,_brownDark_r,,,,,,,_blue_,_brown_r,_blue_,_brownDark_r,_blueDark_r,,
-2940,_blueDark_r,,_blueDark_r,_blueDark_r,_pink_,,,_pink_,_blueDark_r,_blue_,,,,,,_blue_,_blue_,_blue_,,,,_pink_,,_blue_,_blueDark_r,_blue_,_brownDark_r,_pink_,_blueDark_r,_blue_,_blue_,_brown_r,_brownDark_r,,,,_blue_,_blue_,_blue_,,,,_blueDark_r,_brownDark_r,,,,,,,_blue_,_brownDark_r,_blue_,_pink_,_blue_,,
-2880,_blueDark_r,,_pink_,_blueDark_r,_blueDark_r,,,_blueDark_r,_blueDark_r,_blue_,,,,,,_blue_,_brownDark_r,_blue_,,,,_blue_,,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_brown_r,_brown_r,,,,_brownDark_r,_blue_,_blue_,,,,_pink_,_blueDark_r,,,,,,,_blue_,_brownDark_r,_brownDark_g,_blueDark_r,_blueDark_r,,
-2820,_blueDark_r,,_blueDark_g,_brownDark_r,_blueDark_r,,,_brownDark_r,_blueDark_r,_blueDark_r,,,,,,_blueDark_r,_brownDark_r,_blueDark_g,,,,_blue_,,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brown_r,_pink_,,,,_blue_,_blue_,_blue_,,,,_blueDark_r,_blueDark_r,,,,,,,_blue_,_brownDark_r,_pink_,_blueDark_r,_pink_,,
-2760,_blueDark_r,,_blue_,_brownDark_r,_blue_,,,_blue_,_blue_,_blue_,,,,,,_blueDark_r,_blueDark_r,_pinkDark_,,,,_blue_,,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,,,,_blueDark_g,_blue_,_blue_,,,,_blue_,_brownDark_r,,,,,,,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,,
-2700,_brownDark_r,,_blueDark_r,_brownDark_r,_blueDark_r,,,_pink_,_brown_r,_blueDark_r,,,,,,_blueDark_r,_brown_r,_blue_,,,,_pink_,,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,,,,_blue_,_pink_,_blue_,,,_pink_,_blue_,_blueDark_r,,,,,,,_blue_,_brownDark_r,_pink_,_blue_,_blueDark_r,,
-2640,_pink_,,_blue_,_blueDark_r,_brownDark_r,,,_blueDark_r,_brownDark_r,_blueDark_r,,,,,,_blueDark_r,_brown_r,_blue_,,,,_blue_,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,,,,_blueDark_g,_blue_,_blue_,,,_blue_,_blue_,_pinkDark_,,,,,,,_blue_,_blueDark_r,_brown_g,_blue_,_blueDark_g,,
-2580,_brownDark_r,,_pink_,_pink_,_blue_,,,_blue_,_brown_r,_blueDark_r,,,,,,_blueDark_r,_blue_,_blue_,,,,_blue_,,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_brown_r,,,,_blue_,_blueDark_r,_blue_,,,_pink_,_blue_,_blue_,,,,,,,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,,
-2520,_pink_,,_blue_,_brownDark_r,_blueDark_r,,,_brownDark_r,_brownDark_r,_brownDark_r,,,,,,_blue_,_blueDark_r,_blue_,,,,_pink_,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_g,,,,_blueDark_g,_blueDark_r,_blueDark_g,,,_blue_,_blue_,_pink_,,,,,,,_blueDark_r,_brown_r,_pink_,_blue_,_blue_,,
-2460,_pink_,,_pink_,_brown_r,_brownDark_r,,,_blue_,_blue_,_blue_,,,,,,_blue_,_blueDark_r,_blue_,,,,_blue_,,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,,,,_blue_,_blue_,_blueDark_g,,,_blueDark_g,_blue_,_blueDark_r,,,,,,,_blue_,_brownDark_r,_brown_r,_blue_,_blue_,,
-2400,_brownDark_r,,_blue_,_brownDark_r,_brownDark_r,,,_brownDark_r,_blueDark_r,_blue_,,,,,,_blue_,_blue_,_blueDark_r,,,,_blue_,,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,,,,_blue_,_blue_,_blue_,,,_blueDark_r,,_blue_,,,,,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,,
-2340,_pink_,,_blueDark_r,_pink_,_blueDark_g,,,_blueDark_r,_pink_,_blue_,,,,,,_blueDark_r,_blueDark_r,_blue_,,,,_blue_,,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_g,_blue_,_blue_,_blue_,_brownDark_r,_blue_,,,,_blueDark_r,_blueDark_r,_blue_,,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,,
-2280,_pink_,,_pink_,_blueDark_r,_pink_,,,_brownDark_r,_blueDark_r,_blue_,,,,,,_blueDark_r,_blue_,_blue_,,,,_blue_,,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blueDark_g,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,,,,_blue_,_brownDark_r,_blue_,,,_blue_,,_blue_,,,,,,,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,
-2220,_pink_,,_blue_,_blue_,_pink_,,,_pink_,_brownDark_r,_blue_,,,,,,_pink_,_blue_,_blue_,,,,_blueDark_g,,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,,,,_blue_,_blue_,_pink_,,,_blue_,_blueDark_r,_blue_,,,,,,,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,,
-2160,_pink_,,_blueDark_r,_blueDark_r,_pink_,,,_brownDark_r,_blueDark_r,_blue_,,,,,,_blue_,_blue_,_blue_,,,,_pink_,,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,_brown_r,,,,_blue_,_brown_r,_blueDark_r,,,_blue_,_blue_,_blue_,,,,,,,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,,
-2100,_pink_,,_blueDark_g,_blueDark_r,_blueDark_g,,,_pink_,_pink_,_blueDark_g,,,,,,_blueDark_g,_blue_,_blueDark_r,,,,_blueDark_g,,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,,,,_brownDark_r,_brownDark_r,_blue_,,,_pink_,_pink_,_blue_,,,,,,,_blue_,_brownDark_r,_blueDark_g,_blue_,_blue_,,
-2040,_pink_,,_blueDark_r,_blue_,_blue_,,,_blueDark_r,_pinkDark_,_pink_,,,,,,_blueDark_g,_blue_,_blueDark_r,,,,_blue_,,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,,,,_blue_,_brownDark_r,_blue_,,,_pink_,_blueDark_r,_blue_,,,,,,,_blue_,_brown_r,_blue_,_blue_,_blueDark_r,,
-1980,_pinkDark_,,_blueDark_r,_blueDark_r,_blueDark_r,,,_blueDark_r,_pink_,_blue_,,,,,,_pink_,_brown_r,_blue_,,,_blue_,_blueDark_g,,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,,,,_blue_,_pink_,_blueDark_r,,,_brown_g,_blueDark_r,_pink_,,,,,,,_blue_,_brown_r,_blue_,_blueDark_r,_blueDark_r,,
-1920,_pink_,,_blueDark_g,_blue_,_pink_,,,_blue_,_pink_,_blueDark_g,,,,,,_brownDark_g,_brown_r,_blue_,,,_pink_,_blueDark_g,,_blue_,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,,,_blue_,_brownDark_r,_blueDark_r,,,_blueDark_g,,_blue_,,,,,,,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,,
-1860,_pink_,,_blueDark_g,_brownDark_r,_brownDark_r,,,_brown_r,_pink_,_pink_,,,,,,_pink_,_brownDark_r,_blue_,,,_blue_,_blue_,,_blue_,_blueDark_g,_blue_,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,,,,_blue_,_brownDark_r,_blue_,,,_blueDark_r,_blue_,_blue_,,,,,,,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,
-1800,_pink_,,_blue_,_blueDark_r,_pink_,,,_blueDark_r,_pink_,_pink_,,,,,,_blueDark_r,_blueDark_r,_blue_,,,_blueDark_r,_blueDark_r,,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,_brown_r,,,,_blue_,_pink_,_blueDark_r,,,_blue_,_blueDark_g,_blue_,,,,,,,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_,,
-1740,_pink_,,_blueDark_g,_blueDark_r,_brownDark_r,,,_brownDark_r,_pinkDark_,_pink_,,,,,,_blueDark_r,_blueDark_r,_blue_,,,_blue_,_blue_,,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_r,_brownDark_r,_brown_r,,,,_blue_,_blueDark_r,_blue_,,,_blue_,_pink_,_blue_,,,,,,,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_g,,
-1680,_pink_,,_blueDark_g,_brown_r,_brownDark_r,,,_blue_,_blueDark_g,_pink_,,,,,,_blueDark_g,_blue_,_blue_,,,_blueDark_r,_blue_,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_g,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,,,,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,_blue_,,,,,,,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_g,,
-1620,_pink_,,_blue_,_brownDark_r,_brownDark_r,,,_blueDark_r,_pink_,_brown_g,,,,,,_pinkDark_,_brownDark_r,_blue_,,,_blueDark_g,_blue_,,_blue_,_brown_g,_blueDark_r,_brownDark_r,_pink_,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_brownDark_r,,,_blue_,_brownDark_r,_blue_,_brownDark_r,,,_blue_,,_blue_,,,,,,,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_g,,
-1560,_pinkDark_,,_blueDark_g,_brownDark_r,_brown_r,,,_brownDark_r,_pink_,_blue_,,,,,,_pink_,_blueDark_r,_blue_,,,_blue_,_blueDark_g,,_blue_,_brown_g,_blue_,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,,,_blue_,_blue_,_blue_,_blue_,,,_blueDark_g,_blue_,_pink_,,,,,,,_blueDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,,
-1500,_blueDark_r,,_pink_,_brown_r,_brown_r,,,_blue_,,_blue_,,,,,,_blueDark_g,_blue_,_blue_,,,_pink_,_blueDark_g,,_pink_,_brown_g,_blue_,_brownDark_r,_blue_,_pink_,_brownDark_r,_blue_,_blueDark_r,_blue_,,,_pink_,_blueDark_r,_blue_,_blueDark_r,,,_blueDark_r,,_brown_r,,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,,
-1440,_blueDark_r,,_brownDark_r,_brownDark_r,_brown_r,,,_blueDark_g,_pink_,_brown_g,,,,,,_blueDark_r,_blue_,_blue_,,_blue_,_pink_,_blue_,,_blue_,_pink_,_brownDark_r,_brownDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,,,_blue_,_blue_,_pink_,_blueDark_r,,,_blue_,_blue_,_pink_,,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_pink_,,
-1380,_pink_,,_blue_,_blue_,_brownDark_r,,,_blueDark_r,_blueDark_r,_blueDark_g,,,,,,_blue_,_blue_,_blue_,,_blueDark_r,_blueDark_g,_blue_,,_blue_,_brownDark_g,_blue_,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_pink_,,,_blue_,_blue_,_blue_,_pink_,,,_brown_g,_blue_,_blue_,,,,,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,,
