time to NEB,1i,1ii,1,2,3,1i,1ii,2,3i,3ii,1,2,3,5i,5ii,6i,6ii,1i,1,3,4,5i,1,2i,2ii,4i,4ii,5i,5ii,6i,6ii,1i,1ii,2,3,4,5i,5ii,1,3i,3ii,4,5i,5ii,1i,1ii,3i,3ii,4i,4ii,5i,5ii,6ii,7i,7ii,,
-1320,_pinkDark_,,_blueDark_g,_brownDark_r,_brown_r,,,_blue_,_blueDark_g,_blueDark_r,,_blueDark_r,,,,_blue_,_blue_,_blue_,,_pink_,_pink_,_blue_,,_blueDark_g,_pink_,_blue_,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_pink_,,,,_blue_,_blue_,_blue_,_pink_,,,_pink_,_blue_,_blue_,,,,,,,_blueDark_r,_blue_,_pink_,_blueDark_r,_pink_,,
-1260,_pink_,,_blueDark_g,_blue_,_brownDark_r,,,_blue_,_pink_,_pink_,,_blueDark_r,,,,_blue_,_blue_,,,_blue_,_blue_,_blue_,,_brown_g,_pink_,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_pink_,_pink_,,,_blue_,_pink_,_pink_,_blue_,,,_pink_,_blue_,_blue_,,,,,,,_blueDark_g,_blueDark_g,_blueDark_r,_brownDark_r,_blueDark_r,,
-1200,_brownDark_r,,_blueDark_g,_blue_,_blue_,,,_brownDark_r,_pink_,_pink_,_pink_,_blueDark_r,,,,_pink_,_blueDark_r,_blue_,,_blue_,_pink_,_blue_,_blue_,_brown_g,_brownDark_g,_blueDark_r,_brown_r,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_blueDark_r,,,_blue_,_blue_,_blueDark_r,_brownDark_r,,,_pink_,_blueDark_r,_blue_,,,,,,,_blue_,_blueDark_g,_blueDark_r,_pinkDark_,_pink_,,
-1140,_pinkDark_,,_pink_,_blue_,_blueDark_r,,,_brownDark_r,_blue_,_pink_,_pink_,_blueDark_r,,,,_blueDark_r,_brownDark_r,_blue_,,_blue_,_pink_,_blueDark_r,_blueDark_r,_pink_,_brownDark_g,_blue_,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_brownDark_r,,,_pink_,_pink_,_blue_,,,,,_blueDark_g,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,,
-1080,_pinkDark_,,_blue_,_blueDark_r,_brownDark_r,,,_blue_,_pink_,_pink_,_blueDark_g,_blue_,,,,_pink_,_brown_r,,,_blue_,_blueDark_g,_blue_,_blue_,_pink_,_pink_,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_brownDark_r,_blue_,_pink_,_blueDark_r,,_blueDark_r,_brownDark_r,_blueDark_g,_blueDark_g,_blueDark_r,,,_pink_,_pinkDark_,_blueDark_g,,,,,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_blueDark_r,_pink_,,
-1020,_pinkDark_,,_blueDark_r,_blue_,_pink_,,,_brownDark_r,_pink_,_brownDark_r,_brownDark_g,_blue_,,,,_pink_,_brown_r,_blue_,,_pink_,_blueDark_g,_blueDark_g,_blueDark_g,_blueDark_g,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_pink_,,_blue_,_blueDark_r,_pink_,_blue_,_blueDark_r,,,_blueDark_g,_pink_,_blueDark_r,,,,,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_pink_,_pink_,,
-960,_pink_,,_blueDark_r,_blue_,_brownDark_r,,,_pink_,_blueDark_g,_brownDark_r,_pink_,_blueDark_r,,,,_pink_,_brown_r,_blue_,_blueDark_r,,_pink_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_pink_,,_blue_,_blueDark_r,_pink_,_blueDark_g,_pink_,,,_pink_,_blueDark_r,_blueDark_g,,,,,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,,_blueDark_r,_blueDark_g,,
-900,_pink_,,_blueDark_g,_blueDark_r,_pink_,,,_brownDark_r,_blue_,_pinkDark_,_pink_,_blueDark_r,,,,_blueDark_g,_pink_,,_blue_,,_pinkDark_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_g,,_blue_,_blueDark_r,_blue_,_blue_,_pink_,,,_pink_,,_blueDark_r,,,,,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_pink_,_pink_,_pink_,,
-840,_pink_,,_blueDark_r,_pink_,_pink_,,,_brownDark_r,_pinkDark_,_brownDark_r,_pink_,_blueDark_r,,,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_pink_,_blue_,_pinkDark_,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_blueDark_r,,_blue_,_blueDark_r,_blueDark_r,_brown_g,_pink_,,,_pink_,_blueDark_g,_blueDark_g,,,,,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_brownDark_r,_pink_,_pink_,,
-780,_pink_,,_blueDark_r,_blue_,_pink_,,,_brownDark_r,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,,,,_blue_,_blueDark_r,_blue_,_brownDark_r,_pink_,_pink_,_pink_,_blue_,_blueDark_g,_pink_,_blue_,_brownDark_r,_blue_,_blue_,_brown_r,_blueDark_r,_pink_,_pink_,_pink_,_blue_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,_blue_,_pink_,,,,,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_pink_,,
-720,_blueDark_r,,_pink_,_blue_,_pink_,,,_blueDark_r,_blue_,_pink_,_blueDark_g,_blueDark_r,,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_pink_,_blueDark_r,_blueDark_r,_blue_,_pink_,_blueDark_r,_pink_,_blueDark_r,_blueDark_g,_brownDark_r,_pink_,_pink_,_blueDark_g,_blue_,_blueDark_g,_pink_,_pink_,,,,,_blue_,_blue_,_pink_,_blue_,_blueDark_g,_blueDark_r,_pink_,,
-660,_blueDark_r,,_blueDark_r,_brown_r,_pink_,,,_blue_,_pink_,_pink_,_blueDark_r,_blue_,,,,_pink_,_blue_,,_blueDark_r,_pink_,_pink_,_pink_,_blue_,_pink_,_blueDark_g,_blue_,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_brown_r,_pink_,_pinkDark_,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_pink_,_blueDark_r,_blueDark_g,_blueDark_r,_blue_,,,,,_brownDark_r,_blue_,_pink_,_blue_,_pink_,_blueDark_r,_pink_,,
-600,_blueDark_r,,_blueDark_g,_pink_,_brownDark_r,,,_blue_,_blue_,_pink_,_blueDark_r,_blue_,,_blueDark_r,,_brownDark_r,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_pink_,_blue_,_brownDark_r,_pink_,_blue_,_blue_,_pink_,_pink_,_pink_,_brownDark_r,_blue_,_pink_,_pink_,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_r,_pink_,_blue_,,,,,_brownDark_r,_pink_,_brownDark_r,_blueDark_r,_pink_,_pink_,_pink_,,
-540,_blue_,,_pink_,_blueDark_r,_pink_,,,_pink_,_blueDark_g,_pinkDark_,_pinkDark_,_blueDark_r,,_brownDark_r,,_pink_,_pink_,_blue_,_blue_,_blueDark_r,_brownDark_r,_blueDark_g,_blue_,_blueDark_r,_pink_,_blue_,_brownDark_r,_pink_,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_pink_,_blue_,_pink_,_blueDark_r,_pink_,_brownDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_brownDark_g,,,,,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_g,_pink_,,
-480,_brownDark_r,,_blue_,_pink_,_pink_,,,_blueDark_r,_blueDark_g,_pink_,_pink_,_blue_,,_blue_,,_pink_,_brownDark_r,_blue_,_brownDark_r,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_blue_,_blue_,_pink_,_blueDark_r,_blueDark_g,_blue_,_blue_,_pinkDark_,_brownDark_r,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_blue_,_pink_,_blue_,_pink_,_pink_,_blueDark_r,_blueDark_r,,,_blue_,_brownDark_r,_blue_,_blue_,_pink_,_pink_,_pink_,,
-420,_blueDark_r,,_brownDark_r,_blueDark_g,_pink_,,,_pink_,_pink_,_pink_,_blueDark_r,_blue_,,_blue_,,_blue_,_pink_,_blueDark_g,_brownDark_r,,_blueDark_g,_blue_,_blueDark_r,_brownDark_r,_brownDark_g,_blue_,_brownDark_r,,_blueDark_r,_pink_,_brown_r,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_blueDark_r,_pink_,_blue_,_blueDark_r,_brownDark_r,_blue_,_pink_,_blue_,_brown_r,_brownDark_r,,,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_pink_,_pink_,,
-360,_brownDark_r,,_blueDark_r,_pink_,_pink_,_pinkDark_,_brownDark_r,_pinkDark_,_brownDark_g,_pink_,_pink_,_blueDark_r,,_blue_,,_brownDark_g,_brownDark_r,_blue_,_brownDark_r,_pink_,_blue_,_pink_,_blue_,_blueDark_r,_pink_,_pink_,_blue_,_pink_,_pink_,_blue_,_brownDark_r,_pinkDark_,_pink_,_brownDark_g,_pink_,_blueDark_g,_pink_,_blue_,_blueDark_r,_blue_,_pink_,_blueDark_r,_pinkDark_,_pink_,_brownDark_r,_pink_,,,_blueDark_r,_pink_,_blue_,_brown_r,_brownDark_r,_pink_,_pink_,,
-300,_brownDark_r,,_blue_,_pink_,_blueDark_g,_pink_,_pink_,_pink_,_blueDark_g,_pink_,_pink_,_pink_,,_blueDark_r,,_pink_,_pink_,,_brownDark_r,_blueDark_r,_pink_,_blue_,_brownDark_r,_blue_,_pink_,_blueDark_g,_blue_,_pinkDark_,_pink_,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blueDark_g,_blueDark_r,_blueDark_r,_blueDark_g,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_brownDark_r,_pink_,,,_blue_,_blueDark_g,_blue_,_pink_,_brownDark_r,_pink_,_pink_,,
-240,_pink_,,_blueDark_r,_brownDark_g,_pink_,_pinkDark_,_brownDark_r,_pink_,_blueDark_g,_brownDark_r,_pink_,_brown_r,,_pink_,,_pink_,_brownDark_r,_blue_,_pink_,,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_pinkDark_,_blue_,_brownDark_r,_brown_r,_pink_,_pink_,_pink_,_pink_,_brown_g,_blueDark_g,_pink_,_brownDark_r,_pink_,_pinkDark_,_brownDark_r,_pinkDark_,_pink_,_brownDark_r,_pink_,,,_pink_,_pinkDark_,_blueDark_g,_pink_,_blueDark_r,_brownDark_r,_blueDark_r,,
-180,_blueDark_g,,_pink_,_pinkDark_,_brownDark_r,_pinkDark_,_blueDark_r,_brownDark_r,_pink_,_brownDark_r,_pink_,_blue_,,_pink_,_blue_,_pink_,_pinkDark_,_pink_,_brownDark_r,_pink_,_pink_,_blueDark_g,_blueDark_r,_blue_,_pink_,_blueDark_g,_blue_,_pink_,_pink_,_brownDark_r,_blueDark_r,_brownDark_r,_pink_,_blueDark_g,_blueDark_r,_pink_,_pink_,,_pink_,_blueDark_r,_pink_,_brownDark_r,_pink_,_pink_,_blueDark_g,_pink_,,,_pink_,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,_pink_,_blue_,,
-120,_pink_,,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,_blue_,_brownDark_g,_pinkDark_,_pinkDark_,_pink_,,_pink_,_blueDark_r,_pink_,_pink_,_blueDark_r,_pink_,_blue_,_pink_,_pink_,_blue_,_pink_,_brownDark_r,_blue_,_blue_,_pink_,_blue_,_pink_,_brownDark_r,_pink_,,_brownDark_r,_pink_,_blue_,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_pink_,_blueDark_r,_pink_,_pink_,,,_pink_,_brownDark_r,_blue_,_blueDark_g,_pink_,_pink_,_blueDark_r,,
-60,_blueDark_g,,_pink_,_pink_,_pink_,_pink_,_blueDark_g,_brownDark_r,_blueDark_g,_pink_,_pink_,_blueDark_r,_blue_,_blueDark_g,_brownDark_r,_pink_,_pink_,_blue_,_pink_,_pink_,_pink_,_pinkDark_,_blue_,_pink_,_pink_,_pinkDark_,_blueDark_r,_pinkDark_,_pink_,_brownDark_r,_pink_,_blue_,_pink_,_blueDark_g,_pink_,_blue_,,_pink_,_brownDark_r,_blueDark_g,_pink_,_pink_,_pinkDark_,_pink_,_blueDark_r,_blueDark_g,_blue_,_pink_,_blueDark_g,_pink_,_blueDark_r,_pink_,_brownDark_r,_pinkDark_,_pink_,,
0,_pink_,,_blueDark_r,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,_blueDark_g,_blueDark_r,_pink_,_pink_,_pinkDark_,_blue_,_pink_,_pink_,_pink_,_brownDark_g,_blue_,_pink_,_pink_,_brownDark_r,_brownDark_r,_pink_,_blue_,_pink_,_pink_,_pink_,_pinkDark_,_brownDark_r,_brownDark_r,_blueDark_r,,_pink_,_brownDark_r,_pink_,_pink_,_pink_,,,_brownDark_r,_pink_,_pink_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_brownDark_r,,
60,_pinkDark_,,_pink_,_blueDark_g,_pink_,_brownDark_r,_pinkDark_,_pink_,,_pinkDark_,_blueDark_g,_blue_,_pink_,_brownDark_r,_pink_,_brownDark_r,_pinkDark_,,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_pinkDark_,_pink_,_pink_,_pink_,,_pinkDark_,_brownDark_r,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_brown_r,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_brown_r,_brownDark_r,_pink_,_pink_,_pink_,_brownDark_r,,
120,_pink_,,_brown_r,_pink_,_pink_,_pink_,_pink_,_pink_,,_blueDark_g,_pinkDark_,_brownDark_r,_pink_,_brownDark_r,_pink_,_pinkDark_,_pink_,,_pinkDark_,_pink_,,_pink_,_pink_,_pink_,_pinkDark_,_blueDark_g,_pink_,_pink_,_blueDark_r,_brownDark_r,_pink_,_blueDark_r,,_pink_,_pink_,_blueDark_g,,_pink_,_pink_,_pink_,_pink_,_pink_,,,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_brownDark_r,_blueDark_r,_pink_,_pink_,,_pink_,_pink_,,
180,_pink_,,_pinkDark_,,_pinkDark_,_pink_,_pink_,_brownDark_r,,_pink_,_blueDark_r,_brownDark_r,_pinkDark_,_blue_,_blueDark_r,_pink_,_pinkDark_,,_pinkDark_,_pink_,,_pink_,_blue_,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_blue_,_pink_,_pink_,,_pink_,_brownDark_r,_pink_,,_pinkDark_,_brownDark_r,_brownDark_r,_brownDark_r,_pinkDark_,_pink_,_pink_,_blueDark_r,_blueDark_r,_blue_,_pinkDark_,_brownDark_g,_blue_,_blue_,_blueDark_g,,_blue_,_pink_,,
240,_pinkDark_,,_pink_,_blue_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,,_pink_,_blue_,_brownDark_r,_pink_,_pink_,_pink_,,_pinkDark_,,_pink_,_pink_,,_pink_,_pinkDark_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_pinkDark_,,_blue_,_pink_,_pinkDark_,,,_pink_,_brownDark_g,_pink_,,,,_blue_,_blue_,_blueDark_r,_brownDark_r,_pink_,_brownDark_r,_pink_,_blueDark_r,,_blueDark_r,_blueDark_r,,
300,_blue_,,,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,,_pink_,_blueDark_r,_pinkDark_,_pink_,_blue_,_blueDark_r,_blue_,_pinkDark_,,_pinkDark_,_blueDark_g,,_pinkDark_,_blueDark_g,_pink_,_blueDark_r,_pink_,_blue_,_pinkDark_,_blue_,_pinkDark_,_pink_,_pinkDark_,,_brownDark_r,_pink_,_pinkDark_,,,_pink_,_pinkDark_,_pinkDark_,,,_pink_,_blueDark_r,_pink_,_pink_,_blue_,_brownDark_r,_pink_,_brownDark_r,_pinkDark_,,,_blueDark_r,,
360,_blue_,,_pinkDark_,_brown_g,_blue_,_pinkDark_,_pinkDark_,_pink_,,_pinkDark_,_blue_,_pink_,_blueDark_g,_pink_,_pink_,_blue_,_pinkDark_,,_blueDark_r,_blueDark_r,,_pinkDark_,_pink_,_pink_,_pink_,_blue_,_pink_,_pinkDark_,_pink_,_pinkDark_,_blue_,,,_brownDark_g,_pinkDark_,_pink_,,,_blue_,_pinkDark_,_blueDark_r,,,,_pink_,_blue_,_blueDark_r,_pink_,_brownDark_g,_blueDark_r,_pink_,_pinkDark_,,_pink_,_blue_,,
420,_pinkDark_,,_brownDark_g,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,,_pinkDark_,_blueDark_r,_pinkDark_,_blueDark_g,_pinkDark_,_pink_,_pink_,_pinkDark_,,_pinkDark_,,,_blueDark_g,_brownDark_g,_pinkDark_,_pinkDark_,_blueDark_r,_pinkDark_,_pink_,_pink_,_pinkDark_,_brownDark_r,_pinkDark_,,_blueDark_g,_pink_,_pinkDark_,,,_blueDark_r,_pink_,_pink_,,,,_brownDark_r,_blueDark_g,_blueDark_g,_brownDark_r,_pink_,_pinkDark_,_pink_,_pinkDark_,,_pinkDark_,_pinkDark_,,
480,_blueDark_r,,_pink_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,,,_pinkDark_,_pink_,_pink_,_blueDark_g,_blueDark_r,_pink_,_pink_,_pink_,,_pinkDark_,,,_blueDark_c,_blueDark_g,_brownDark_r,,_blue_,_pink_,_pink_,_blueDark_g,_brownDark_r,_blue_,_pinkDark_,,_blueDark_g,_pink_,_pinkDark_,,,_pink_,_brownDark_r,_pink_,,,,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,_blue_,_pinkDark_,,_pinkDark_,_pinkDark_,,
540,_pink_,,_blueDark_g,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,,_pinkDark_,_pinkDark_,_pink_,_pink_,_pinkDark_,_blueDark_g,_pinkDark_,,,_blueDark_g,,,_blue_,_pink_,_pinkDark_,,_blueDark_g,_pinkDark_,_pinkDark_,_pink_,_blue_,_pink_,,,_pink_,_blueDark_g,_pink_,,,,_brownDark_r,_pink_,,,,_pink_,_blue_,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_pink_,,_pinkDark_,_pink_,,
600,_pinkDark_,,,_pinkDark_,,_pinkDark_,_pink_,_pinkDark_,,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_blueDark_g,_pink_,_pinkDark_,,_blueDark_r,,,_pink_,_pinkDark_,_pinkDark_,_blue_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,_blue_,,,_blue_,_pink_,_blue_,,,_blue_,_pinkDark_,_pinkDark_,,,,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,_pink_,_blue_,_blueDark_r,,_pinkDark_,_brownDark_r,,
